"rpt_rec_num","prvdr_ctrl_type_cd","prvdr_num","rpt_stus_cd","initl_rpt_sw","last_rpt_sw","trnsmtl_num","fi_num","adr_vndr_cd","util_cd","spec_ind","npi","fy_bgn_dt","fy_end_dt","proc_dt","fi_creat_dt","npr_dt","fi_rcpt_dt"
81817,"6","452655",2,"I","I","9","00400","B","F",,,2/1/2005,1/31/2006,8/29/2006,7/28/2006,8/25/2006,6/30/2006
82202,"6","452618",2,"I","I","9","00400","B","F",,,2/1/2005,1/31/2006,9/14/2006,8/28/2006,9/6/2006,6/26/2006
83153,"4","382520",1,"N","N","9","00400","B","F",,,1/1/2006,3/31/2006,10/16/2006,9/29/2006,,9/15/2006
83235,"4","152524",1,"N","N","9","00400","B","F",,,1/1/2006,3/31/2006,10/31/2006,10/6/2006,,9/29/2006
83343,"4","212577",1,"N","N","9","00366","B","F",,,9/1/2005,2/28/2006,11/22/2006,11/20/2006,,11/13/2006
83344,"4","212619",1,"N","N","9","00366","B","F",,,9/1/2005,2/28/2006,11/22/2006,11/20/2006,,11/13/2006
83398,"2","262565",1,"N","N","0","00230","A","F",,,7/1/2005,6/30/2006,12/7/2006,12/7/2006,,11/27/2006
83491,"4","102733",2,"F","F","9","00400","B","F",,,1/1/2006,3/31/2006,12/29/2006,12/28/2006,12/29/2006,9/15/2006
83492,"4","452615",2,"I","I","9","00400","B","F",,,7/1/2005,6/30/2006,12/29/2006,12/29/2006,12/29/2006,11/22/2006
83667,"4","192554",1,"N","N","9","00400","B","F",,,1/1/2006,6/30/2006,3/9/2007,2/12/2007,,1/26/2007
84429,"5","452757",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,6/25/2007,6/5/2007,,6/1/2007
84665,"4","332555",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/3/2007,,7/2/2007
84666,"4","332556",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/5/2007,,7/2/2007
84806,"4","332571",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/10/2007,,7/2/2007
84807,"4","332574",1,"N","N","0","00308","A","F",,,1/1/2006,6/30/2006,7/25/2007,7/9/2007,,6/26/2007
84808,"6","332576",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/10/2007,,7/9/2007
84820,"6","332566",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/12/2007,,7/11/2007
84902,"4","242560",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/10/2007,,7/6/2007
84910,"4","312554",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/11/2007,,7/6/2007
84925,"4","522518",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/9/2007,,7/6/2007
84938,"4","332572",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/12/2007,,7/12/2007
84984,"4","272503",2,"N","N","9","03201","B","F",,,7/1/2005,6/30/2006,7/25/2007,7/5/2007,7/10/2007,11/30/2006
85052,"1","332535",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/13/2007,,7/12/2007
85221,"4","052758",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/12/2007,,7/6/2007
85470,"3","332595",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/17/2007,,7/6/2007
85507,"4","332564",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/25/2007,7/19/2007,,7/6/2007
85530,"4","112741",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/10/2007,,6/18/2007
85586,"4","372567",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/16/2007,,6/18/2007
85677,"2","452824",2,"F","F","9","00400","B","F",,,1/1/2006,10/31/2006,7/25/2007,7/23/2007,7/19/2007,5/25/2007
85724,"4","672505",1,"I","I","9","00400","B","F",,,1/1/2006,12/31/2006,7/25/2007,7/17/2007,,7/9/2007
85850,"4","332577",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/26/2007,7/24/2007,,7/6/2007
85851,"4","332578",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/26/2007,7/25/2007,,7/6/2007
85925,"4","342648",1,"I","I","0","77002","A","F",,,6/13/2006,12/31/2006,7/26/2007,7/19/2007,,7/10/2007
86015,"4","452733",1,"N","N","9","00101","B","F",,,1/1/2006,7/31/2006,7/26/2007,7/19/2007,,7/9/2007
86135,"4","452658",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/26/2007,7/9/2007,,6/13/2007
86467,"5","332562",1,"N","N","0","00308","A","F",,,1/1/2006,12/31/2006,7/30/2007,7/30/2007,,7/27/2007
86745,"6","052874",2,"N","N","0","00454","A","F",,,1/1/2005,1/2/2006,7/30/2007,7/30/2007,7/30/2007,8/1/2006
86814,"4","442659",1,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,7/31/2007,7/20/2007,,7/6/2007
86986,"6","262523",2,"N","N","9","00400","B","F",,,1/1/2006,3/31/2006,8/1/2007,7/27/2007,7/27/2007,12/1/2006
87284,"3","392557",2,"N","N","0","00363","A","F",,,7/1/2005,6/30/2006,8/2/2007,8/1/2007,8/17/2007,11/21/2006
87383,"4","452560",1,"I","I","9","00400","B","F",,,1/1/2006,12/31/2006,8/3/2007,7/23/2007,,7/9/2007
87429,"4","052768",2,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,8/3/2007,8/3/2007,8/3/2007,6/15/2007
87495,"4","312549",2,"F","F","9","00180","B","F",,,1/1/2006,3/31/2006,8/7/2007,8/6/2007,8/6/2007,8/23/2006
87521,"4","052681",2,"F","F","9","00400","B","F",,,1/1/2006,3/1/2006,8/7/2007,7/11/2007,6/20/2007,8/23/2006
87527,"4","122502",2,"N","N","9","00400","B","F",,,1/1/2006,12/31/2006,8/7/2007,7/24/2007,7/19/2007,7/6/2007
