"rpt_rec_num","prvdr_ctrl_type_cd","prvdr_num","rpt_stus_cd","initl_rpt_sw","last_rpt_sw","trnsmtl_num","fi_num","adr_vndr_cd","util_cd","spec_ind","npi","fy_bgn_dt","fy_end_dt","proc_dt","fi_creat_dt","npr_dt","fi_rcpt_dt"
90564,"6","452618",2,"N","N","9","00400","B","F",,,2/1/2006,1/31/2007,9/26/2007,9/26/2007,9/26/2007,8/8/2007
91116,"6","452655",2,"N","N","9","00400","B","F",,,2/1/2006,1/31/2007,10/16/2007,10/11/2007,10/5/2007,8/8/2007
93007,"5","452818",2,"F","F","9","00400","B","F",,,1/1/2007,2/17/2007,12/31/2007,12/31/2007,12/21/2007,10/26/2007
93008,"5","452648",2,"F","F","9","00400","B","F",,,1/1/2007,4/30/2007,12/31/2007,12/31/2007,12/21/2007,11/1/2007
93272,"1","452615",2,"F","F","9","00400","B","F",,,7/1/2006,6/30/2007,1/24/2008,1/17/2008,1/18/2008,11/29/2007
93335,"6","362662",2,"F","F","9","00332","B","F",,,1/1/2006,1/31/2007,2/1/2008,1/30/2008,1/30/2008,7/16/2007
93351,"4","372564",2,"F","F","9","00400","B","F",,,7/1/2006,6/30/2007,2/5/2008,1/29/2008,1/25/2008,11/30/2007
93527,"4","012562",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/10/2008,3/10/2008,,2/26/2008
93530,"4","422552",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/10/2008,3/10/2008,,2/28/2008
93554,"4","442635",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/12/2008,3/5/2008,,2/27/2008
93558,"4","362664",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/12/2008,3/7/2008,,2/27/2008
93652,"1","212560",2,"I","I","0","00366","A","F",,,10/1/2006,4/30/2007,3/18/2008,3/14/2008,3/14/2008,8/31/2007
93674,"2","162536",2,"F","F","0","00012","A","F",,,11/21/2006,4/30/2007,3/19/2008,3/10/2008,3/30/2008,11/6/2007
93725,"4","332570",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/26/2008,3/25/2008,,2/29/2008
93730,"4","202511",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/26/2008,3/25/2008,,2/29/2008
93735,"4","012521",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/26/2008,3/26/2008,,3/3/2008
93736,"4","152548",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/26/2008,3/26/2008,,3/3/2008
93753,"4","422560",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/27/2008,3/11/2008,,2/28/2008
93754,"4","422577",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/27/2008,3/11/2008,,2/28/2008
93759,"4","012563",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/27/2008,3/11/2008,,2/28/2008
93785,"4","102531",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/27/2008,3/26/2008,,3/3/2008
93790,"4","152547",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,3/27/2008,3/26/2008,,3/3/2008
93875,"4","442562",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/1/2008,,3/3/2008
93893,"4","452842",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/2/2008,,3/3/2008
93914,"4","192675",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/1/2008,,3/3/2008
93915,"4","262622",1,"N","N","9","00101","B","F",,,6/29/2006,9/30/2007,4/23/2008,4/1/2008,,3/3/2008
93982,"4","522514",2,"N","N","9","00400","B","F",,,1/1/2007,4/30/2007,4/23/2008,4/4/2008,4/4/2008,2/11/2008
94014,"4","322526",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/2/2008,,3/3/2008
94015,"4","362682",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/2/2008,,3/3/2008
94017,"4","322506",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/2/2008,,3/3/2008
94019,"4","322524",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/2/2008,,3/3/2008
94031,"4","112600",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/23/2008,4/3/2008,,3/4/2008
94214,"4","522518",2,"N","N","9","00400","B","F",,,1/1/2007,4/30/2007,4/23/2008,4/11/2008,4/11/2008,2/11/2008
94404,"4","392646",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/25/2008,4/25/2008,,3/3/2008
94405,"4","392657",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/25/2008,4/25/2008,,3/3/2008
94407,"4","392674",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/25/2008,4/25/2008,,3/3/2008
94408,"4","392681",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/25/2008,4/25/2008,,3/3/2008
94414,"4","392567",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/25/2008,4/25/2008,,3/4/2008
94415,"4","552519",1,"N","N","9","00101","B","F",,,10/1/2006,9/30/2007,4/25/2008,4/25/2008,,3/4/2008
94516,"1","112680",2,"N","N","9","00101","B","F",,,5/1/2006,4/30/2007,5/8/2008,4/28/2008,4/25/2008,10/1/2007
94529,"4","392710",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/8/2008,5/1/2008,,4/25/2008
94530,"4","392699",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/8/2008,5/1/2008,,4/25/2008
94548,"4","052622",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/8/2008,5/5/2008,,4/25/2008
94549,"4","282506",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/8/2008,5/5/2008,,4/25/2008
94555,"4","452570",2,"N","N","9","00400","B","F",,,1/1/2007,3/31/2007,5/8/2008,5/5/2008,5/5/2008,2/12/2008
94855,"4","272503",2,"N","N","9","03201","B","F",,,7/1/2006,6/30/2007,5/19/2008,5/13/2008,5/15/2008,12/4/2007
94856,"4","452747",3,"N","N","9","00400","B","F",,,1/1/2007,3/31/2007,5/19/2008,5/9/2008,5/9/2008,2/26/2008
94858,"4","392587",2,"N","N","9","00400","B","F",,,1/1/2007,4/30/2007,5/19/2008,5/9/2008,5/9/2008,2/12/2008
95003,"4","052731",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/16/2008,,5/5/2008
95004,"4","052617",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/16/2008,,5/12/2008
95014,"4","422556",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/19/2008,,5/12/2008
95021,"4","112505",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/20/2008,,5/2/2008
95025,"4","052752",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/20/2008,,5/12/2008
95036,"4","232564",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/21/2008,,5/12/2008
95037,"4","232504",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/21/2008,,5/12/2008
95070,"4","452677",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/6/2008,,5/2/2008
95073,"4","312521",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/6/2008,,5/2/2008
95078,"4","342515",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/6/2008,,5/2/2008
95079,"4","052561",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/7/2008,,5/2/2008
95080,"4","442556",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/7/2008,,5/2/2008
95092,"4","342550",1,"N","N","9","00101","B","F",,,1/1/2007,12/31/2007,5/23/2008,5/8/2008,,5/2/2008
